Werk;Satznr;Typ;Besetzung;Tonart;Takt;Jahr;Zeit;Saison;Jahrzehnt;A;AATB;AATT;AATTBB;AB;AT;ATB;ATTB;B;BB;BBB;BS;S;S S STB;SA;SA TB;SAATTBB;SAB;SAT;SAT B;SATB;SATBB;SATT;SATTB;SB;SS;SSAB;SSAT;SSATB;SSATBB;SSATTB;SSB;SSSAB;SSSATB;SSSTB;SSTB;ST;STB;T;TB;TT;basso continuo;bassoon;chalumeau;clarinet;clarino;flute;flute d'amore;horn;oboe;oboe d'amore;organ;recorder;strings;timpani;trombone;trumpet;viola;viola d'amore;violetta;violins;violoncello;violone;2er;3er;4er;6er;9er;12er;Sonstiges
1101/40;4;choral;(SATB,ob(2),str,bc);B;C (vivace);1740;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1101/40;5;rec;(S,bc);;;1740;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/40;6;aria;(S,vl unis,vla,bc);F;3/8 (vivace);1740;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1101/40;7;choral;(4);D;C;1740;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1101/41;1;coro;(SATB,ob(2),str,bc);B;C;1741;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1101/41;2;aria;(S,str,bc);g;3;1741;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1101/41;3;rec;(B,bc);;;1741;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/41;4;aria;(B,ob,vl unis,vla,bc);F;C;1741;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;x;;;x;;;;;x;;;;
1101/41;5;choral;(SATB,ob(2),str,bc);B;6/4 (vivace);1741;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;;x;;;
1101/42;1;coro;dictum (SATB,str,bc);c;3;1742;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1101/42;2;rec;(B,bc);;;1742;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/42;3;aria;(B,str,bc);Es;12/8 (allegro);1742;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1101/42;4;choral;(SATB,str,bc);c;C (allegro);1742;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1101/42;5;rec;(S,bc);;;1742;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/42;6;aria;(S,str,bc);G;C;1742;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1101/42;7;choral;(4);D;C;1742;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1101/43;1;coro;(SATB,hn(2),timp(4),str,bc);F;C;1743;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1101/43;2;rec;(S,bc);;;1743;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/43;3;aria;(S,vl unis,vla,bc);d;6/8;1743;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;x;;;
1101/43;4;rec;(B,bc);;;1743;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/43;5;aria;(B,vl unis,vla,bc);B;3/8;1743;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1101/43;6;rec;(T,bc);;;1743;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/43;7;choral;(SATB,hn(2),timp(4),str,bc);F;6/8;1743;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;;x;;;
1101/44;1;coro;(SATB,ob(2),hn(2),timp(4),str,bc);G;3 (vivace);1744;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;x;;;;;
1101/44;2;rec;(S,bc);;;1744;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/44;3;aria;(S,str,bc);D;2/4 (vivace);1744;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;
1101/44;4;rec;(B,bc);;;1744;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/44;5;aria;(B,hn(2),timp(4),str,bc);G;3;1744;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;x;;;;;
1101/44;6;rec;(T,bc);;;1744;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/44;7;choral;(SATB,ob(2),hn(2),timp(4),str,bc);G;C;1744;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;;x;;;;
1101/46;1;coro;(SATB,ob(2),hn(2),timp(4),str,bc);G;C (vivace);1746;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;;x;;;;
1101/46;2;rec;(B,bc);;;1746;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/46;3;aria;(B,str,bc);D;3 (vivace);1746;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1101/46;4;choral;(SATB,ob(2),hn(2),timp(4),str,bc);G;C (vivace);1746;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;;x;;;;
1101/46;5;rec;(S,bc);;;1746;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/46;6;aria;(S,str,bc);F;12/8;1746;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1101/46;7;rec;(T,bc);;;1746;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/46;8;choral;(4);D;C;1746;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1101/47;1;coro;(SATB,fg,hn(2),clar(2),timp(4),str,bc);D;3 (allegro);1747;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;;;x;;;x;;;;;x;x;;;;;;;;;;x;;;;;
1101/47;2;rec;(B,bc);;;1747;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/47;3;aria;(B,hn(2),timp(4),vl unis,vla,bc);G;2/4 (allegro);1747;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;x;;;x;;;x;;;x;;;;;;
1101/47;4;rec;(S,bc);;;1747;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/47;5;aria;(ST,chal(2)ab,fg,hn(2),timp(4),str,bc);G;3;1747;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;x;x;;;;;x;;;;;x;x;;;;;;;;;;x;;;;;
1101/47;6;rec;(B,bc);;;1747;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/47;7;choral;(SATB,hn(2),clar(2),timp(4),str,bc);D;C;1747;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1101/49;1;coro;(SATB,str,bc);a;C;1749;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1101/49;2;rec;(B,bc);;;1749;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/49;3;aria;(B,str,bc);C;3 (allegro);1749;1. Advent;Advent;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1101/49;4;rec;(S,bc);;;1749;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/49;5;aria;(S,str,bc);G;3 (allegro);1749;1. Advent;Advent;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1101/49;6;rec;(T,bc);;;1749;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/49;7;choral;(SATB,str,bc);a;6/8;1749;1. Advent;Advent;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1101/53;1;coro;(SATB,ob(2),clar(2),timp(4),str,bc);D;6/8 (allegro);1753;1. Advent;Advent;1750;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;x;;;;x;x;;;;;;;;;;;;x;;;
1101/53;2;rec;(S,bc);;;1753;1. Advent;Advent;1750;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/53;3;aria;(SS,ob(2),str,bc);G;6/8;1753;1. Advent;Advent;1750;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;;x;;;
1101/53;4;choral;(SATB,ob(2),fg,clar(2),timp(4),str,bc);h;6/8;1753;1. Advent;Advent;1750;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;;;x;;;;x;;;;x;x;;;;;;;;;;;;x;;;
1101/53;5;rec;(B,bc);;;1753;1. Advent;Advent;1750;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/53;6;aria;(B,ob,fg,str,bc);B;C;1753;1. Advent;Advent;1750;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1101/53;7;rec;(T,bc);;;1753;1. Advent;Advent;1750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101/53;8;coro;(SATB,ob(2),clar(2),timp(4),str,bc);D;12/8;1753;1. Advent;Advent;1750;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;x;;;;x;x;;;;;;;;;;;;;;x;
1101/xx;;;deest;;;?;0;0;#WERT!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/11a;1;sonata;(ob(2),str,bc);C;C (allegro+largo);1711;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1102/11a;2;arioso;(T,bc);c;C (andante);1711;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1102/11a;3;aria;(B,ob(2),bc);a;3;1711;2. Advent;Advent;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;
1102/11a;4;arioso;(T,bc);e;3 (adagio);1711;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
1102/11a;5;aria;(S,ob(2),str,bc);G;C (allegro);1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1102/11a;6;arioso;(B,bc);C;C (allegro);1711;2. Advent;Advent;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1102/11a;7;aria;(S,ob(2),vl unis,bc);e;3;1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;
1102/11a;8;choral;(SATB,ob(2),str,bc);C;3;1711;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1102/11b;1;arioso;(S,vl(2),bc);C;3/2;1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1102/11b;2;rec;(S,bc);;;1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/11b;3;arioso;(S,bc);g;C (adagio+andante);1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1102/11b;4;rec;(S,bc);;;1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/11b;5;arioso;(1);D;C;1711;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1102/11b;6;rec;(S,bc);;;1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/11b;7;choral;(S,vl unis,bc);B;C;1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1102/11b;8;rec;(S,bc);;;1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/11b;9;aria;(S,str,bc);c;C+3 (allegro);1711;2. Advent;Advent;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;
1102/13;1;choral;(SATB,ob(2),str,bc);c;3;1713;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1102/13;2;aria;(SB,vl,ob,str,bc);Es;C (adagio);1713;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;x;;;;;x;;;;
1102/13;3;choral;(1);D;C;1713;2. Advent;Advent;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1102/21;1;coro;(SSATB,ob(2),hn(2),str,bc);F;C (allegro+adagio);1721;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;;;;;;;;;;;;x;;;;
1102/21;2;aria;(B,ob,fg,str,bc);d;3 (largo);1721;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1102/21;3;acc;(S,str,bc);;;1721;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1102/21;4;aria;(A,str,bc);B;3/8;1721;2. Advent;Advent;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1102/21;5;rec;+coro (S+SSATB,ob(2),str,bc);?;C;1721;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1102/21;6;aria;(S,recorder(2),fg,str,bc);F;2/4;1721;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;x;x;;;;;;;;;;x;;;;;;
1102/21;7;choral;(SATB,ob(2),hn(2),str,bc);F;C (largo);1721;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;;;;;;;;;;;;x;;;;
1102/23;1;coro;(SATB,str,bc);F;C;1723;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1102/23;2;rec;(T,bc);;;1723;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/23;3;aria;(AT,str,bc);g;3;1723;2. Advent;Advent;1720;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1102/23;4;rec;(B,bc);;;1723;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/23;5;aria;(B,str,bc);C;C (vivace);1723;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1102/23;6;rec;+choral (B,SATB,str,bc);F;C;1723;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1102/25;1;coro;(SATB,ob(2),hn(2),str,bc);D;C;1725;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;;;;;;;;;;;;x;;;;
1102/25;2;rec;(B,bc);;;1725;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/25;3;aria;(B,vl unis,vla,bc);G;12/8;1725;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;;;x;
1102/25;4;rec;(S,bc);;;1725;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/25;5;aria;(S,fl(2),str,bc);d;C;1725;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;;x;;;;
1102/25;6;rec;(T,bc);;;1725;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/25;7;choral;(SATB,ob(2),hn(2),str,bc);D;3;1725;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;;;;;;;;;;;x;;;;;
1102/26;1;coro;(SATB,str,bc);f;C;1726;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1102/26;2;rec;(B,bc);;;1726;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/26;3;aria;(B,str,bc);B;C (andante/vivace);1726;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1102/26;4;rec;(S,bc);;;1726;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/26;5;aria;(S,fl(2),vl unis,bc);G;C;1726;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;x;;;;;x;;;;
1102/26;6;rec;(T,bc);;;1726;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/26;7;choral;(SATB,fl(2),str,bc);F;3 (allegro);1726;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;x;;;;;
1102/27;1;acc;(T,str,bc);;;1727;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1102/27;2;acc;(A,str,bc);;;1727;2. Advent;Advent;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1102/27;3;aria;(A,fl(2),str,bc);e;3;1727;2. Advent;Advent;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;x;;;;;
1102/27;4;rec;(S,bc);;;1727;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/27;5;aria;(S,str,bc);D;C (vivace);1727;2. Advent;Advent;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1102/27;6;rec;(T,bc);;;1727;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102/27;7;choral;(SAT,str,bc);F;12/8;1727;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1102/28;1;coro;(SATB,str,bc);g;C(4/2);1728;2. Advent;Advent;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1102/28;2;rec;(B,bc);;;1728;2. Advent;Advent;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
