Werk;Satznr;Typ;Besetzung;Tonart;Takt;Jahr;Zeit;Saison;Jahrzehnt;A;AATB;AATT;AATTBB;AB;AT;ATB;ATTB;B;BB;BBB;BS;S;S S STB;SA;SA TB;SAATTBB;SAB;SAT;SAT B;SATB;SATBB;SATT;SATTB;SB;SS;SSAB;SSAT;SSATB;SSATBB;SSATTB;SSB;SSSAB;SSSATB;SSSTB;SSTB;ST;STB;T;TB;TT;basso continuo;bassoon;chalumeau;clarinet;clarino;flute;flute d'amore;horn;oboe;oboe d'amore;organ;recorder;strings;timpani;trombone;trumpet;viola;viola d'amore;violetta;violins;violoncello;violone;2er;3er;4er;6er;9er;12er;Sonstiges
1170/20;4;arioso;(S,str,bc);a;3 (largo);1720;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/20;5;aria;(B,ob,bc);F;12/8;1720;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;
1170/20;6;rec;(B,bc);;;1720;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/20;7;coro;(SSSAB,str,bc);G;3/8;1720;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/22;1;coro;(SSATB,ob(2),hn(2),str,bc);F;C+C (/+allabreve);1722;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;;;;;;;;;;x;;x;;;;
1170/22;2;aria;(S,ob(2),str,bc);C;3;1722;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1170/22;3;rec;(B,bc);;;1722;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/22;4;choral;+rec (B+SATB,ob(2),hn(2),str,bc);F;C;1722;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;x;x;;;;;;;;;;;;x;;;;
1170/22;5;rec;(B,bc);;;1722;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/22;6;aria;(B,vl unis,vla,bc);d;C (andante);1722;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1170/22;7;choral;(SATB,ob(2),hn(2),str,bc);F;C (allegro);1722;Mariae Verkuendigung (25.3.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;;;;;;;;;;;;x;;;;
1170/30;1;acc;(B,str,bc);;;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1170/30;2;aria;(T,str,bc);E;3;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/30;3;rec;(T,bc);;;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/30;4;aria;(B,ob am,str,bc);D;C;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;
1170/30;5;rec;(B,bc);;;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/30;6;aria;(A,fl am,ob am,str,bc);G;C;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;x;;;x;;;;;;;;;;;;x;;;;
1170/30;7;rec;(B,bc);;;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/30;8;choral;(SATB,str,bc);E;12/8;1730;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1170/33;1;coro;(SATB,str,bc);G;C;1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/33;2;rec;(B,bc);;;1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/33;3;aria;(B,vl unis,vla,bc);e;3;1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1170/33;4;choral;(SATB,str,bc);G;6/4;1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1170/33;5;rec;(S,bc);;;1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/33;6;aria;(S,vl unis,vla,bc);D;C (allegro);1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1170/33;7;rec;(B,bc);;;1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/33;8;choral;(4);D;C;1733;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1170/37;1;dictum;(T,str,bc);B;C;1737;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/37;2;rec;(B,bc);;;1737;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/37;3;aria;(B,vl unis,vla,bc);F;3 (vivace);1737;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1170/37;4;rec;(S,bc);;;1737;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/37;5;aria;(S,vl unis,vla,bc);D;3 (vivace);1737;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1170/37;6;rec;(A,bc);;;1737;Mariae Verkuendigung (25.3.);Marienfeste;1730;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/37;7;choral;(SATB,str,bc);B;C;1737;Mariae Verkuendigung (25.3.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/40;1;choral;(SATB,ob(2),str,bc);F;C;1740;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1170/40;2;rec;(S,bc);;;1740;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/40;3;aria;(S,vl unis,vla,bc);d;6/8;1740;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;x;;;
1170/40;4;rec;(B,bc);;;1740;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/40;5;aria;(B,str,bc);B;6/4 (vivace);1740;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1170/40;6;acc;+arioso (A,str,bc);?;C+3;1740;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;
1170/40;7;choral;(1);D;C;1740;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1170/41;1;coro;(SATB,fl(2),ob(2),fg,str,bc);D;C (largo);1741;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;;x;;;;x;;;;;;;;;;;;x;;;;
1170/41;2;acc;(S,str,bc);;;1741;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1170/41;3;aria;(SA,fl(2),(ob(2)),fg,str,bc);G;C;1741;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;;x;;;;x;;;;;;;;;;;;x;;;;
1170/41;4;acc;(B,str,bc);;;1741;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1170/41;5;aria;(B,fl(2),str,bc);e;C;1741;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;;x;;;;
1170/41;6;acc;(T,str,bc);;;1741;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1170/41;7;choral;(SATB,fl(2),ob(2),fg,str,bc);D;C;1741;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;;x;;;;x;;;;;;;;;;;;x;;;;
1170/43;1;acc;(T,str,bc);;;1743;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1170/43;2;rec;(B,bc);;;1743;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/43;3;aria;(B,str,bc);D;3;1743;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/43;4;rec;(T,bc);;;1743;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/43;5;aria;(T,str,bc);G;3;1743;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/43;6;rec;(B,bc);;;1743;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/43;7;choral;(ATB,str,bc);D;C;1743;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/44;1;acc;(S,str,bc);;;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1170/44;2;aria;(S,str,bc);B;3;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/44;3;rec;(T,bc);;;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/44;4;choral;(SATB,str,bc);B;C;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/44;5;rec;(B,bc);;;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/44;6;aria;(B,str,bc);G;3;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/44;7;rec;(T,bc);;;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/44;8;choral;(4);D;C;1744;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1170/45;1;dictum;(A,str,bc);G;C;1745;Mariae Verkuendigung (25.3.);Marienfeste;1740;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/45;2;rec;(B,bc);;;1745;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/45;3;aria;(B,str,bc);e;3;1745;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1170/45;4;rec;(T,bc);;;1745;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/45;5;aria;(T,vl unis,vla,bc);D;C (largo e vivace);1745;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1170/45;6;rec;(B,bc);;;1745;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/45;7;choral;(SATB,str,bc);G;C (largo);1745;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/48;1;coro;(SATB,str,bc);B;C (allegro);1748;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/48;2;rec;(S,bc);;;1748;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/48;3;aria;(SB,vl unis,vla,bc);F;6/8 (vivace/allegro);1748;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;x;;;
1170/48;4;rec;(T,bc);;;1748;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/48;5;aria;(T,str,bc);E;C+3 (adagio+largo);1748;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;
1170/48;6;rec;(S,bc);;;1748;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/48;7;choral;(SATB,str,bc);B;C (largo);1748;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1170/49;1;coro;(SATB,hn(2),str,bc);F;3 (vivace);1749;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;;;;;;;;x;;;;;
1170/49;2;rec;(S,bc);;;1749;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/49;3;aria;(S,fl(2),str,bc);d;6/4 (andante);1749;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;;;x;;;
1170/49;4;rec;(B,bc);;;1749;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/49;5;coro;(SATB,hn(2),str,bc);F;6/4;1749;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;;;;;;;;;;x;;;
1170/49;6;rec;(T,bc);;;1749;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170/49;7;choral;(SATB,hn(2),str,bc);F;2/4;1749;Mariae Verkuendigung (25.3.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;;;;;;;x;;;;;;
1171/11;1;aria;(S,vl unis,bc);C;12/8;1711;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;
1171/11;2;rec;(S,bc);;;1711;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/11;3;aria;(S,vl unis,bc);C;C;1711;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1171/12;1;coro;(SSATB,str,bc);C;C;1712;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/12;2;aria;(B,ob(2),bc);a;3;1712;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;
1171/12;3;coro;(SSATB,str,bc);G;C (allegro+andante);1712;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/12;4;aria;+coro (SS+SSATB,str,bc);e;C+3;1712;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;
1171/12;5;coro;(SSATB,str,bc);C;C;1712;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/16;1;coro;(SSATB,str,bc);G;C;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/16;2;rec;(S,bc);;;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/16;3;coro;(SSATB,str,bc);e;C;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/16;4;rec;(S,bc);;;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/16;5;aria;(S,fg(2),vl(2)?,bc);D;C;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1171/16;6;rec;(A,bc);;;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/16;7;choral;(SATB,vl unis,vla,bc);G;C;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1171/16;8;rec;(S,bc);;;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/16;9;coro;(SSATB,str,bc);G;C;1716;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/19;1;dictum;(S,str,bc);C;C;1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/19;2;rec;(B,bc);;;1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/19;3;aria;(B,vl unis,bc);G;3;1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1171/19;4;rec;(T,bc);;;1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/19;5;aria;(T,vl unis,bc);A;6/8 (largo);1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;
